id,price,nb_bedrooms,indoor_surface,zip_code,subtype,currency,building_state,year_of_construction,energy_certificate,outdoor_terrace_exists,energy,kitchen_type,land_surface,outdoor_surface,country,province,city,parking,url,type
20820018,299000.0,2,97.0,8450,apartment,eur,GOOD,1985.0,D,True,electric,installed,,,Belgique,Flandre Occidentale,Bredene,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bredene/8450/20820018,apartment
20820012,250000.0,0,34.0,8670,flat_studio,eur,AS_NEW,1979.0,D,False,electric,,,,Belgique,Flandre Occidentale,Oostduinkerke,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/oostduinkerke/8670/20820012,apartment
20819999,2650000.0,5,438.0,8300,villa,eur,AS_NEW,2017.0,A+,False,gas,,880.0,,Belgique,Flandre Occidentale,Knokke,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/knokke/8300/20819999,house
20820045,748000.0,4,205.0,9080,house,eur,AS_NEW,2001.0,A,True,,,678.0,,Belgique,Flandre Orientale,Lochristi,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/lochristi/9080/20820045,house
20820000,215000.0,2,90.0,1070,apartment,eur,,1993.0,,True,gas,installed,,,Belgique,Bruxelles,Anderlecht,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/anderlecht/1070/20820000,apartment
20189108,235000.0,2,204.0,3300,house,eur,AS_NEW,1850.0,B,False,gas,,90.0,,Belgique,Brabant Flamand,Tienen,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/tienen/3300/20189108,house
20820006,595000.0,1,88.0,9000,apartment,eur,GOOD,1899.0,B,True,gas,installed,,,Belgique,Flandre Orientale,Gent,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/gent/9000/20820006,apartment
20820004,309000.0,4,175.0,9420,house,eur,TO_BE_DONE_UP,,D,True,fueloil,installed,387.0,60.0,Belgique,Flandre Orientale,Erondegem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/erondegem/9420/20820004,house
20819996,695000.0,7,397.0,9032,house,eur,TO_RENOVATE,1940.0,F,False,,,1088.0,,Belgique,Flandre Orientale,Wondelgem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/wondelgem/9032/20819996,house
20820036,49000.0,1,30.0,4000,flat_studio,eur,GOOD,,D,True,gas,semi_equipped,,,Belgique,Liège,Liège,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/liege/4000/20820036,apartment
20819987,286500.0,2,98.0,8600,apartment,eur,AS_NEW,2023.0,A,True,gas,hyper_equipped,,,Belgique,Flandre Occidentale,Diksmuide,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/diksmuide/8600/20819987,apartment
20820026,1780000.0,1,,8000,apartment_block,eur,AS_NEW,1976.0,C,True,electric,,736.0,,Belgique,Flandre Occidentale,Brugge,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/brugge/8000/20820026,house
20820014,645000.0,2,158.0,9000,apartment,eur,GOOD,,C,False,gas,,,,Belgique,Flandre Orientale,Gent,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/gent/9000/20820014,apartment
20816886,235000.0,3,120.0,6720,house,eur,TO_RENOVATE,1950.0,F,True,fueloil,semi_equipped,170.0,1.0,Belgique,Luxembourg,HABAY-LA-NEUVE,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/habay-la-neuve/6720/20816886,house
20820097,155000.0,1,620.0,8480,house,eur,,1930.0,F,False,gas,,0.0,1.0,Belgique,Flandre Occidentale,Ichtegem,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/ichtegem/8480/20820097,house
20820019,483245.0,3,,8370,house,eur,,2025.0,,False,,,400.0,,Belgique,Flandre Occidentale,Blankenberge,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/blankenberge/8370/20820019,house
20820010,415900.0,4,175.0,8760,house,eur,GOOD,,A,True,,,463.0,,Belgique,Flandre Occidentale,Meulebeke,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/meulebeke/8760/20820010,house
20820008,699000.0,5,,8600,apartment_block,eur,GOOD,,B,False,gas,semi_equipped,110.0,,Belgique,Flandre Occidentale,DIKSMUIDE,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/diksmuide/8600/20820008,house
20820041,195000.0,2,107.0,8790,apartment,eur,TO_BE_DONE_UP,1989.0,B,True,,,,,Belgique,Flandre Occidentale,Waregem,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/waregem/8790/20820041,apartment
20820031,825000.0,5,453.0,1457,villa,eur,GOOD,,,True,fueloil,installed,4653.0,,Belgique,Brabant Wallon,Walhain,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/walhain/1457/20820031,house
20820013,325000.0,4,239.0,8560,house,eur,GOOD,,E,True,gas,,656.0,,Belgique,Flandre Occidentale,Wevelgem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/wevelgem/8560/20820013,house
20817254,750000.0,3,187.0,1040,apartment,eur,GOOD,1990.0,C,True,gas,hyper_equipped,,,Belgique,Bruxelles,Bruxelles,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bruxelles/1040/20817254,apartment
20820015,499000.0,7,,1081,apartment_block,eur,,1918.0,G,False,,installed,170.0,,Belgique,Bruxelles,Koekelberg,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/koekelberg/1081/20820015,house
20686855,259000.0,1,96.0,9300,apartment,eur,GOOD,,B,True,,,,,Belgique,Flandre Orientale,Aalst (9300),True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/aalst-9300/9300/20686855,apartment
20819311,349000.0,3,147.0,2800,apartment,eur,GOOD,1936.0,D,True,gas,installed,,,Belgique,Anvers,MECHELEN,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/mechelen/2800/20819311,apartment
20820016,450000.0,2,78.0,9000,apartment,eur,GOOD,1982.0,B,True,,,,,Belgique,Flandre Orientale,Gent,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/gent/9000/20820016,apartment
20820096,1295000.0,3,123.0,8300,apartment,eur,GOOD,1961.0,B,True,,,,,Belgique,Flandre Occidentale,Knokke-Heist,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/knokke-heist/8300/20820096,apartment
20820098,285000.0,2,80.0,8500,apartment,eur,AS_NEW,1979.0,B,True,,,,,Belgique,Flandre Occidentale,Kortrijk,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/kortrijk/8500/20820098,apartment
20820044,698000.0,3,152.0,9080,penthouse,eur,AS_NEW,2020.0,A,True,gas,,,,Belgique,Flandre Orientale,Lochristi,True,https://www.immoweb.be/fr/annonce/penthouse/a-vendre/lochristi/9080/20820044,apartment
20818431,245000.0,3,109.0,2610,apartment,eur,GOOD,1974.0,B,True,gas,installed,,,Belgique,Anvers,WILRIJK,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/wilrijk/2610/20818431,apartment
20817255,775000.0,3,183.0,1040,apartment,eur,GOOD,1990.0,C,True,gas,hyper_equipped,,,Belgique,Bruxelles,Bruxelles,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bruxelles/1040/20817255,apartment
20819970,380000.0,3,137.0,9051,apartment,eur,GOOD,1968.0,B,True,,,,,Belgique,Flandre Orientale,Sint-Denijs-Westrem,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/sint-denijs-westrem/9051/20819970,apartment
20819952,950000.0,3,195.0,1180,house,eur,JUST_RENOVATED,,D,True,gas,hyper_equipped,855.0,,Belgique,Bruxelles,Uccle,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/uccle/1180/20819952,house
20819320,270000.0,2,89.0,3511,apartment,eur,GOOD,2002.0,A,True,gas,,,,Belgique,Limbourg,HASSELT,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/hasselt/3511/20819320,apartment
20818623,269000.0,3,128.0,9230,house,eur,TO_BE_DONE_UP,1965.0,D,True,gas,semi_equipped,309.0,200.0,Belgique,Flandre Orientale,WETTEREN,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/wetteren/9230/20818623,house
20819980,1595000.0,16,468.0,9000,villa,eur,TO_RENOVATE,1936.0,E,True,,,1354.0,,Belgique,Flandre Orientale,Gent,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/gent/9000/20819980,house
20819978,830000.0,4,161.0,8300,house,eur,AS_NEW,2017.0,B,True,gas,,226.0,,Belgique,Flandre Occidentale,Knokke-Heist,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/knokke-heist/8300/20819978,house
20819973,499000.0,7,,1081,apartment_block,eur,,1918.0,G,False,,installed,170.0,,Belgique,Bruxelles,Koekelberg,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/koekelberg/1081/20819973,house
20816913,495000.0,3,99.0,1200,apartment,eur,AS_NEW,2015.0,B,True,gas,hyper_equipped,,,Belgique,Bruxelles,Woluwe-Saint-Lambert,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/woluwe-saint-lambert/1200/20816913,apartment
20818169,415000.0,3,124.0,9070,house,eur,TO_RENOVATE,1995.0,D,True,gas,installed,603.0,440.0,Belgique,Flandre Orientale,Destelbergen,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/destelbergen/9070/20818169,house
20817556,259000.0,1,76.0,2110,apartment,eur,GOOD,2012.0,B,True,gas,installed,,45.0,Belgique,Anvers,WIJNEGEM,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/wijnegem/2110/20817556,apartment
20817957,239000.0,2,97.0,2140,apartment,eur,GOOD,1955.0,D,True,gas,installed,,,Belgique,Anvers,BORGERHOUT,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/borgerhout/2140/20817957,apartment
20600796,255000.0,0,101.0,8710,house,eur,TO_RENOVATE,,F,False,,,921.0,,Belgique,Flandre Occidentale,Wielsbeke,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/wielsbeke/8710/20600796,house
20705441,429000.0,5,299.0,3401,house,eur,AS_NEW,1899.0,D,True,fueloil,hyper_equipped,260.0,,Belgique,Brabant Flamand,Landen,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/landen/3401/20705441,house
20819989,350000.0,2,76.0,1050,ground_floor,eur,AS_NEW,1980.0,F,True,gas,hyper_equipped,,,Belgique,Bruxelles,Ixelles,False,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/ixelles/1050/20819989,apartment
20816194,175000.0,1,63.0,9500,apartment,eur,GOOD,2007.0,A,True,gas,installed,,,Belgique,Flandre Orientale,GERAARDSBERGEN,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/geraardsbergen/9500/20816194,apartment
20819974,1325000.0,6,324.0,3210,house,eur,GOOD,1977.0,C,True,fueloil,,2149.0,,Belgique,Brabant Flamand,Linden,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/lubbeek/3210/20819974,house
20686821,259000.0,1,96.0,9300,house,eur,GOOD,,B,True,,,374.0,,Belgique,Flandre Orientale,Aalst (9300),True,https://www.immoweb.be/fr/annonce/maison/a-vendre/aalst-9300/9300/20686821,house
20817369,229000.0,2,100.0,2900,apartment,eur,TO_BE_DONE_UP,1978.0,B,True,gas,semi_equipped,,,Belgique,Anvers,SCHOTEN,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/schoten/2900/20817369,apartment
20819945,460000.0,7,290.0,1740,villa,eur,GOOD,1899.0,D,True,,,840.0,620.0,Belgique,Brabant Flamand,Ternat,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/ternat/1740/20819945,house
20819948,258000.0,3,192.0,8800,house,eur,TO_BE_DONE_UP,1970.0,E,True,,,296.0,50.0,Belgique,Flandre Occidentale,Roeselare,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/roeselare/8800/20819948,house
20819962,325000.0,4,144.0,2830,house,eur,GOOD,1930.0,F,True,gas,hyper_equipped,135.0,,Belgique,Anvers,Willebroek,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/willebroek/2830/20819962,house
20815718,389000.0,2,107.0,2600,apartment,eur,JUST_RENOVATED,1963.0,A,True,gas,installed,,,Belgique,Anvers,BERCHEM,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/berchem/2600/20815718,apartment
20810220,390000.0,2,121.0,1650,house,eur,JUST_RENOVATED,1918.0,D,True,gas,hyper_equipped,293.0,,Belgique,Brabant Flamand,BEERSEL,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/beersel/1650/20810220,house
20811524,349000.0,3,134.0,2800,house,eur,GOOD,1932.0,C,True,gas,installed,106.0,43.0,Belgique,Anvers,MECHELEN,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/mechelen/2800/20811524,house
20819953,449000.0,3,130.0,5000,apartment,eur,AS_NEW,2015.0,A,True,gas,usa_installed,,74.0,Belgique,Namur,Namur,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/namur/5000/20819953,apartment
20819957,219000.0,2,165.0,9160,house,eur,GOOD,1935.0,C,True,gas,installed,178.0,80.0,Belgique,Flandre Orientale,Lokeren,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/lokeren/9160/20819957,house
20818494,324000.0,2,116.0,4400,house,eur,GOOD,1955.0,E,True,gas,installed,828.0,677.0,Belgique,Liège,Flémalle,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/flemalle/4400/20818494,house
20819979,79000.0,1,60.0,4053,apartment,eur,,1973.0,B,True,,,,,Belgique,Liège,Chaudfontaine,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/chaudfontaine/4053/20819979,apartment
20819961,245000.0,2,95.0,2850,house,eur,GOOD,1874.0,C,True,gas,hyper_equipped,70.0,,Belgique,Anvers,Boom,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/boom/2850/20819961,house
20819947,595000.0,2,124.0,9000,apartment,eur,JUST_RENOVATED,,B,True,,,,,Belgique,Flandre Orientale,Gent,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/gent/9000/20819947,apartment
20820939,199900.0,2,85.0,2600,apartment,eur,GOOD,1966.0,B,True,fueloil,installed,,,Belgique,Anvers,Berchem,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/berchem/2600/20820939,apartment
20820914,195000.0,2,101.0,4671,apartment,eur,,2005.0,C,False,pellet,installed,,,Belgique,Liège,Housse,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/housse/4671/20820914,apartment
20818395,249000.0,3,120.0,4400,house,eur,GOOD,1918.0,D,True,fueloil,installed,180.0,52.0,Belgique,Liège,IVOZ-RAMET,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/ivoz-ramet/4400/20818395,house
20820906,475000.0,3,195.0,2630,house,eur,,1976.0,B,True,gas,,241.0,137.0,Belgique,Anvers,Aartselaar,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/aartselaar/2630/20820906,house
20820856,285000.0,2,100.0,8000,apartment,eur,GOOD,1996.0,B,True,electric,hyper_equipped,,,Belgique,Flandre Occidentale,Brugge,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/brugge/8000/20820856,apartment
20814040,225000.0,2,90.0,2640,apartment,eur,TO_BE_DONE_UP,1973.0,B,True,gas,semi_equipped,,,Belgique,Anvers,MORTSEL,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/mortsel/2640/20814040,apartment
20810694,545000.0,4,186.0,1030,house,eur,AS_NEW,1894.0,D,True,,installed,75.0,16.0,Belgique,Bruxelles,Schaerbeek,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/schaerbeek/1030/20810694,house
20818462,545000.0,3,134.0,1180,apartment,eur,AS_NEW,2019.0,B,True,gas,hyper_equipped,,,Belgique,Bruxelles,Uccle,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/20818462,apartment
20819776,275000.0,1,90.0,1190,apartment,eur,AS_NEW,1961.0,D,True,gas,installed,,,Belgique,Bruxelles,Forest,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/forest/1190/20819776,apartment
20820899,295000.0,1,61.0,9050,apartment,eur,AS_NEW,2010.0,B,True,,installed,,,Belgique,Flandre Orientale,Gent,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/gent/9050/20820899,apartment
20820896,605000.0,3,148.0,5170,exceptional_property,eur,AS_NEW,,D,True,fueloil,hyper_equipped,1110.0,500.0,Belgique,Namur,Bois de villers,True,https://www.immoweb.be/fr/annonce/bien-exceptionnel/a-vendre/bois-de-villers/5170/20820896,house
20810217,229000.0,2,115.0,2140,apartment,eur,GOOD,1969.0,B,True,gas,installed,,,Belgique,Anvers,BORGERHOUT,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/borgerhout/2140/20810217,apartment
20820536,379500.0,2,107.0,2000,penthouse,eur,GOOD,1975.0,B,True,,installed,,,Belgique,Anvers,ANTWERPEN,True,https://www.immoweb.be/fr/annonce/penthouse/a-vendre/antwerpen/2000/20820536,apartment
20818463,545000.0,3,134.0,1190,apartment,eur,AS_NEW,2019.0,B,True,gas,hyper_equipped,,,Belgique,Bruxelles,Forest,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/forest/1190/20818463,apartment
20820462,980000.0,4,220.0,1180,apartment,eur,GOOD,1990.0,D,True,gas,usa_uninstalled,,,Belgique,Bruxelles,Uccle,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/20820462,apartment
20820903,249000.0,3,107.0,4500,apartment_block,eur,AS_NEW,1874.0,C,False,gas,semi_equipped,47.0,,Belgique,Liège,Huy,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/huy/4500/20820903,house
20820905,445000.0,4,240.0,2850,exceptional_property,eur,,,C,True,gas,,330.0,,Belgique,Anvers,Boom,True,https://www.immoweb.be/fr/annonce/bien-exceptionnel/a-vendre/boom/2850/20820905,house
20489597,332455.0,2,90.0,6940,ground_floor,eur,,2024.0,A++,True,,installed,,281.0,Belgique,Luxembourg,BARVAUX-SUR-OURTHE,True,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/barvaux-sur-ourthe/6940/20489597,apartment
20820917,140000.0,1,89.0,4040,house,eur,,,F,True,gas,installed,110.0,,Belgique,Liège,Herstal,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/herstal/4040/20820917,house
20816367,269000.0,1,85.0,2610,ground_floor,eur,GOOD,1966.0,C,True,gas,installed,,32.0,Belgique,Anvers,WILRIJK,False,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/wilrijk/2610/20816367,apartment
20820913,410000.0,3,172.0,4450,bungalow,eur,,1993.0,E,True,fueloil,installed,1327.0,,Belgique,Liège,Juprelle,True,https://www.immoweb.be/fr/annonce/bungalow/a-vendre/juprelle/4450/20820913,house
20814311,249900.0,1,88.0,2630,apartment,eur,AS_NEW,1988.0,B,True,gas,installed,,,Belgique,Anvers,AARTSELAAR,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/aartselaar/2630/20814311,apartment
20818500,159000.0,2,60.0,4020,house,eur,TO_BE_DONE_UP,1920.0,G,True,electric,semi_equipped,170.0,96.0,Belgique,Liège,Liège,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/liege/4020/20818500,house
20819077,237000.0,1,69.0,2018,apartment,eur,GOOD,1961.0,C,False,fueloil,installed,,,Belgique,Anvers,ANTWERPEN 2018,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/antwerpen-2018/2018/20819077,apartment
20820928,275000.0,3,223.0,6500,house,eur,GOOD,,D,True,fueloil,semi_equipped,135.0,,Belgique,Hainaut,BEAUMONT,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/beaumont/6500/20820928,house
20820915,219000.0,4,246.0,4020,house,eur,,,E,False,gas,installed,255.0,,Belgique,Liège,Liege 2,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/liege-2/4020/20820915,house
20804022,169000.0,2,85.0,2100,apartment,eur,GOOD,1965.0,C,True,fueloil,semi_equipped,,,Belgique,Anvers,DEURNE,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/deurne/2100/20804022,apartment
20820907,1290000.0,6,650.0,1460,villa,eur,TO_BE_DONE_UP,1996.0,C,True,fueloil,semi_equipped,4358.0,,Belgique,Brabant Wallon,ITTRE,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/ittre/1460/20820907,house
20820901,79000.0,1,35.0,4610,house,eur,GOOD,1900.0,G,False,gas,semi_equipped,24.0,,Belgique,Liège,Beyne-Heusay,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/beyne-heusay/4610/20820901,house
20818306,289000.0,2,104.0,1370,apartment,eur,JUST_RENOVATED,,B,True,gas,semi_equipped,,,Belgique,Brabant Wallon,JODOIGNE,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/jodoigne/1370/20818306,apartment
20815105,369000.0,1,77.0,1050,apartment,eur,AS_NEW,1907.0,E,True,gas,hyper_equipped,,,Belgique,Bruxelles,IXELLES,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/ixelles/1050/20815105,apartment
20819310,615000.0,5,220.0,2800,house,eur,AS_NEW,2022.0,A,False,,installed,285.0,53.0,Belgique,Anvers,MECHELEN,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/mechelen/2800/20819310,house
20814209,229000.0,1,76.0,1090,ground_floor,eur,GOOD,1947.0,F,False,gas,installed,,40.0,Belgique,Bruxelles,Jette,False,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/jette/1090/20814209,apartment
20818410,165000.0,0,31.0,1030,flat_studio,eur,GOOD,1998.0,F,True,electric,installed,,,Belgique,Bruxelles,SCHAARBEEK,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/schaarbeek/1030/20818410,apartment
20815863,289000.0,3,100.0,5620,house,eur,GOOD,,G,True,gas,,2910.0,2910.0,Belgique,Namur,Morville,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/morville/5620/20815863,house
20489603,470500.0,3,127.0,6940,duplex,eur,,2024.0,A++,True,,installed,,,Belgique,Luxembourg,BARVAUX-SUR-OURTHE,True,https://www.immoweb.be/fr/annonce/duplex/a-vendre/barvaux-sur-ourthe/6940/20489603,apartment
20820916,219000.0,4,246.0,4020,apartment_block,eur,,,E,False,gas,installed,186.0,,Belgique,Liège,Liege 2,True,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/liege-2/4020/20820916,house
20820902,1290000.0,6,650.0,1440,villa,eur,TO_BE_DONE_UP,1996.0,C,True,fueloil,semi_equipped,4358.0,,Belgique,Brabant Wallon,WAUTHIER-BRAINE,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/wauthier-braine/1440/20820902,house
20805044,595000.0,3,289.0,1780,house,eur,GOOD,1988.0,B,True,gas,installed,596.0,500.0,Belgique,Brabant Flamand,WEMMEL,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/wemmel/1780/20805044,house
20820241,249500.0,3,110.0,2060,apartment,eur,JUST_RENOVATED,1978.0,C,True,gas,installed,,,Belgique,Anvers,ANTWERPEN,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/antwerpen/2060/20820241,apartment
20820938,685000.0,4,243.0,9520,house,eur,AS_NEW,,A,True,gas,,1090.0,,Belgique,Flandre Orientale,Sint-Lievens-Houtem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/sint-lievens-houtem/9520/20820938,house
20820895,495000.0,3,220.0,2860,house,eur,GOOD,2003.0,C,True,gas,installed,1058.0,,Belgique,Anvers,Sint-Katelijne-Waver,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/sint-katelijne-waver/2860/20820895,house
20820909,249000.0,3,107.0,4500,house,eur,AS_NEW,1874.0,C,False,gas,semi_equipped,47.0,,Belgique,Liège,Huy,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/huy/4500/20820909,house
20814350,149000.0,1,50.0,2660,apartment,eur,TO_BE_DONE_UP,1962.0,B,True,gas,semi_equipped,,,Belgique,Anvers,Hoboken,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/hoboken/2660/20814350,apartment
20820346,420000.0,5,230.0,4280,house,eur,TO_BE_DONE_UP,1899.0,E,False,,semi_equipped,610.0,265.0,Belgique,Liège,Hannut,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/hannut/4280/20820346,house
20820670,539000.0,4,256.0,9630,villa,eur,GOOD,1980.0,B,True,,,1217.0,,Belgique,Flandre Orientale,Zwalm,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/zwalm/9630/20820670,house
20818450,325000.0,0,50.0,1000,flat_studio,eur,AS_NEW,2019.0,B,False,gas,hyper_equipped,,,Belgique,Bruxelles,Bruxelles,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/bruxelles/1000/20818450,apartment
20820922,145000.0,0,30.0,1090,flat_studio,eur,TO_BE_DONE_UP,1906.0,G,False,,,,,Belgique,Bruxelles,JETTE,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/jette/1090/20820922,apartment
20820900,120000.0,4,140.0,4101,house,eur,GOOD,,E,False,,installed,50.0,,Belgique,Liège,Seraing,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/seraing/4101/20820900,house
20820842,225000.0,2,76.0,2900,apartment,eur,GOOD,1966.0,B,True,gas,installed,,,Belgique,Anvers,Schoten,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/schoten/2900/20820842,apartment
20821116,435000.0,3,195.0,3060,house,eur,,1953.0,F,True,gas,installed,1725.0,1125.0,Belgique,Brabant Flamand,BERTEM,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/bertem/3060/20821116,house
20820904,149000.0,3,113.0,4000,house,eur,TO_BE_DONE_UP,1918.0,E,True,fueloil,not_installed,275.0,230.0,Belgique,Liège,Ans,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/ans/4000/20820904,house
20818604,395000.0,2,90.0,2220,apartment,eur,GOOD,2017.0,A,True,gas,semi_equipped,,,Belgique,Anvers,HEIST-OP-DEN-BERG,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/heist-op-den-berg/2220/20818604,apartment
20820898,475000.0,2,120.0,2170,penthouse,eur,AS_NEW,,A,True,,installed,,,Belgique,Anvers,Antwerpen,False,https://www.immoweb.be/fr/annonce/penthouse/a-vendre/antwerpen/2170/20820898,apartment
20821054,299000.0,2,89.0,2000,apartment,eur,GOOD,1962.0,B,True,gas,semi_equipped,,,Belgique,Anvers,ANTWERPEN,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/antwerpen/2000/20821054,apartment
20797263,890000.0,6,400.0,1560,house,eur,GOOD,2000.0,C,True,gas,hyper_equipped,1482.0,1482.0,Belgique,Brabant Flamand,HOEILAART,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/hoeilaart/1560/20797263,house
20489608,332455.0,2,90.0,6940,apartment,eur,,2024.0,A++,True,,installed,,281.0,Belgique,Luxembourg,BARVAUX-SUR-OURTHE,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/barvaux-sur-ourthe/6940/20489608,apartment
20820912,140000.0,1,89.0,4000,house,eur,,,F,True,gas,installed,110.0,,Belgique,Liège,Liege 1,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/liege-1/4000/20820912,house
20820809,341726.0,2,124.0,3640,ground_floor,eur,,2023.0,,True,,installed,,16.0,Belgique,Limbourg,KINROOI,False,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/kinrooi/3640/20820809,apartment
20489604,458500.0,3,123.0,6940,duplex,eur,,2024.0,A++,True,,installed,,,Belgique,Luxembourg,BARVAUX-SUR-OURTHE,True,https://www.immoweb.be/fr/annonce/duplex/a-vendre/barvaux-sur-ourthe/6940/20489604,apartment
