id,price,nb_bedrooms,indoor_surface,zip_code,subtype,currency,building_state,year_of_construction,energy_certificate,outdoor_terrace_exists,energy,kitchen_type,land_surface,outdoor_surface,country,province,city,parking,url,type
20811307,349000.0,4,176.0,4000,mansion,eur,GOOD,1918.0,D,True,gas,semi_equipped,150.0,,Belgique,Liège,Liège,True,https://www.immoweb.be/fr/annonce/maison-de-maitre/a-vendre/liege/4000/20811307,house
20803326,299000.0,2,79.0,2180,apartment,eur,AS_NEW,2018.0,A,True,gas,semi_equipped,,,Belgique,Anvers,EKEREN,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/ekeren/2180/20803326,apartment
20819219,165000.0,3,150.0,6041,house,eur,JUST_RENOVATED,,C,True,gas,installed,277.0,,Belgique,Hainaut,Charleroi Gosselies,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/charleroi-gosselies/6041/20819219,house
20815846,175000.0,4,170.0,5500,apartment,eur,GOOD,,F,False,gas,,,,Belgique,Namur,Dinant,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/dinant/5500/20815846,apartment
20819308,269000.0,2,88.0,1090,apartment,eur,,1960.0,E,True,gas,installed,,,Belgique,Bruxelles,Jette,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/jette/1090/20819308,apartment
20819221,369000.0,4,204.0,2630,town_house,eur,TO_RENOVATE,1972.0,B,True,gas,,174.0,65.0,Belgique,Anvers,Aartselaar,False,https://www.immoweb.be/fr/annonce/maison-bel-etage/a-vendre/aartselaar/2630/20819221,house
20810079,525000.0,2,323.0,2018,apartment_block,eur,TO_BE_DONE_UP,1893.0,D,True,,semi_equipped,83.0,,Belgique,Anvers,ANTWERPEN,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/antwerpen/2018/20810079,house
20819230,430000.0,4,185.0,1082,duplex,eur,AS_NEW,1992.0,E,True,,hyper_equipped,,,Belgique,Bruxelles,Berchem-Sainte-Agathe,True,https://www.immoweb.be/fr/annonce/duplex/a-vendre/berchem-sainte-agathe/1082/20819230,apartment
20819224,345000.0,3,98.0,4350,penthouse,eur,AS_NEW,2014.0,B,True,gas,installed,,,Belgique,Liège,Remicourt,True,https://www.immoweb.be/fr/annonce/penthouse/a-vendre/remicourt/4350/20819224,apartment
20819260,99000.0,2,68.0,4620,house,eur,TO_RENOVATE,1966.0,E,True,gas,installed,137.0,92.0,Belgique,Liège,Fléron,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/fleron/4620/20819260,house
20810716,349900.0,4,208.0,6230,house,eur,GOOD,2007.0,B,True,gas,hyper_equipped,502.0,389.0,Belgique,Hainaut,Pont-À-celles,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/pont-a-celles/6230/20810716,house
20815834,3795000.0,4,211.0,8300,apartment,eur,GOOD,1961.0,D,True,,,,,Belgique,Flandre Occidentale,Knokke-Zoute,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/knokke-zoute/8300/20815834,apartment
20819262,389000.0,2,130.0,1030,triplex,eur,AS_NEW,,D,True,,,,,Belgique,Bruxelles,Schaerbeek,False,https://www.immoweb.be/fr/annonce/triplex/a-vendre/schaerbeek/1030/20819262,apartment
20801471,239000.0,2,116.0,9800,apartment,eur,GOOD,1978.0,C,True,fueloil,,,,Belgique,Flandre Orientale,DEINZE,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/deinze/9800/20801471,apartment
20813889,398000.0,3,213.0,2830,house,eur,GOOD,1949.0,B,False,gas,,665.0,,Belgique,Anvers,Tisselt,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/tisselt/2830/20813889,house
20819229,349500.0,2,123.0,9450,house,eur,AS_NEW,2024.0,A,True,,,171.0,,Belgique,Flandre Orientale,Haaltert,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/haaltert/9450/20819229,house
20807992,329000.0,3,145.0,1790,house,eur,TO_BE_DONE_UP,1951.0,F,False,,not_installed,511.0,356.0,Belgique,Brabant Flamand,Affligem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/affligem/1790/20807992,house
20816180,525000.0,5,272.0,9500,house,eur,GOOD,,C,True,gas,hyper_equipped,657.0,,Belgique,Flandre Orientale,GERAARDSBERGEN,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/geraardsbergen/9500/20816180,house
20812413,370000.0,4,211.0,7750,house,eur,GOOD,1945.0,D,True,gas,hyper_equipped,1092.0,898.0,Belgique,Hainaut,Mont-de-l&#039;Enclus,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/mont-de-lenclus/7750/20812413,house
20803063,235000.0,2,93.0,2640,apartment,eur,GOOD,1978.0,C,True,electric,installed,,,Belgique,Anvers,MORTSEL,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/mortsel/2640/20803063,apartment
20801497,199000.0,1,78.0,1000,apartment,eur,GOOD,1933.0,G,False,gas,semi_equipped,,,Belgique,Bruxelles,Bruxelles,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bruxelles/1000/20801497,apartment
20812297,1499000.0,5,463.0,1390,villa,eur,,1992.0,C,True,gas,installed,5089.0,5089.0,Belgique,Brabant Wallon,Grez-Doiceau,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/grez-doiceau/1390/20812297,house
20819228,349500.0,3,123.0,9450,house,eur,AS_NEW,2024.0,A,True,,,160.0,,Belgique,Flandre Orientale,Haaltert,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/haaltert/9450/20819228,house
20803412,178000.0,2,100.0,2660,apartment,eur,GOOD,1963.0,C,True,gas,installed,,,Belgique,Anvers,HOBOKEN,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/hoboken/2660/20803412,apartment
20815778,115000.0,2,68.0,5540,house,eur,TO_RENOVATE,,G,True,gas,,940.0,940.0,Belgique,Namur,Hastière,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/hastiere/5540/20815778,house
20812368,325000.0,3,192.0,9680,house,eur,TO_RENOVATE,1874.0,E,True,fueloil,,2154.0,,Belgique,Flandre Orientale,Maarkedal,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/maarkedal/9680/20812368,house
20662893,250000.0,4,149.0,4020,house,eur,GOOD,,D,True,gas,installed,0.0,,Belgique,Liège,Liège,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/liege/4020/20662893,house
20819181,120000.0,5,160.0,6853,house,eur,GOOD,1880.0,C,False,fueloil,installed,123.0,,Belgique,Luxembourg,Paliseul,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/paliseul/6853/20819181,house
20809000,219000.0,2,60.0,8450,apartment,eur,GOOD,2006.0,B,True,electric,installed,,,Belgique,Flandre Occidentale,Bredene,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bredene/8450/20809000,apartment
20813172,650000.0,3,160.0,1000,duplex,eur,GOOD,1980.0,D,True,gas,installed,,142.0,Belgique,Bruxelles,Bruxelles,False,https://www.immoweb.be/fr/annonce/duplex/a-vendre/bruxelles/1000/20813172,apartment
20808991,149000.0,2,70.0,8450,apartment,eur,TO_BE_DONE_UP,1966.0,B,True,gas,installed,,,Belgique,Flandre Occidentale,Bredene,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bredene/8450/20808991,apartment
20801456,495000.0,3,160.0,2100,ground_floor,eur,AS_NEW,1950.0,C,False,gas,semi_equipped,,220.0,Belgique,Anvers,DEURNE,True,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/deurne/2100/20801456,apartment
20813429,1050000.0,3,79.0,8300,apartment,eur,GOOD,1964.0,B,True,,,,,Belgique,Flandre Occidentale,Knokke-Zoute,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/knokke-zoute/8300/20813429,apartment
20809008,95000.0,1,25.0,8450,apartment,eur,GOOD,1967.0,C,True,gas,installed,,,Belgique,Flandre Occidentale,Bredene,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bredene/8450/20809008,apartment
20819175,395000.0,4,137.0,9500,house,eur,GOOD,2010.0,B,True,gas,hyper_equipped,379.0,,Belgique,Flandre Orientale,Ophasselt,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/ophasselt/9500/20819175,house
20819196,239000.0,4,154.0,6060,house,eur,JUST_RENOVATED,,C,True,fueloil,hyper_equipped,200.0,,Belgique,Hainaut,Charleroi,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/charleroi/6060/20819196,house
20819165,225000.0,1,144.0,2910,apartment,eur,TO_BE_DONE_UP,1958.0,D,False,gas,installed,,,Belgique,Anvers,Essen,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/essen/2910/20819165,apartment
20692252,159000.0,2,98.0,4530,country_cottage,eur,TO_BE_DONE_UP,1850.0,G,False,fueloil,semi_equipped,625.0,,Belgique,Liège,WARNANT-DREYE,True,https://www.immoweb.be/fr/annonce/maison-de-campagne/a-vendre/warnant-dreye/4530/20692252,house
20813579,199000.0,2,99.0,2220,apartment,eur,GOOD,1991.0,C,False,gas,semi_equipped,,,Belgique,Anvers,HEIST-OP-DEN-BERG,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/heist-op-den-berg/2220/20813579,apartment
20819191,388000.0,3,154.0,1570,duplex,eur,AS_NEW,2025.0,A,True,,hyper_equipped,,,Belgique,Brabant Flamand,Pajottegem,True,https://www.immoweb.be/fr/annonce/duplex/a-vendre/pajottegem/1570/20819191,apartment
20812853,245000.0,2,98.0,2520,apartment,eur,GOOD,1995.0,C,True,electric,semi_equipped,,,Belgique,Anvers,Ranst,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/ranst/2520/20812853,apartment
20814682,324000.0,2,93.0,3600,apartment,eur,GOOD,2002.0,B,True,gas,installed,,,Belgique,Limbourg,GENK,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/genk/3600/20814682,apartment
20809708,279000.0,1,73.0,8870,apartment,eur,GOOD,2020.0,A,True,gas,installed,,,Belgique,Flandre Occidentale,Izegem,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/izegem/8870/20809708,apartment
20819187,1590000.0,4,448.0,2970,villa,eur,GOOD,1980.0,C,False,,,3827.0,,Belgique,Anvers,Schilde,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/schilde/2970/20819187,house
20804691,545000.0,5,274.0,9500,apartment,eur,GOOD,1973.0,D,False,electric,installed,,,Belgique,Flandre Orientale,GERAARDSBERGEN,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/geraardsbergen/9500/20804691,apartment
20818254,179000.0,3,94.0,4420,house,eur,GOOD,,C,True,gas,installed,137.0,,Belgique,Liège,Saint-Nicolas,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/saint-nicolas/4420/20818254,house
20804489,299000.0,5,211.0,1300,house,eur,TO_RENOVATE,1953.0,E,True,fueloil,not_installed,690.0,530.0,Belgique,Brabant Wallon,Wavre,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/wavre/1300/20804489,house
20819161,395000.0,2,320.0,5060,ground_floor,eur,GOOD,,F,True,fueloil,usa_installed,,1200.0,Belgique,Namur,TAMINES,True,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/tamines/5060/20819161,apartment
20819186,799000.0,3,200.0,1950,house,eur,GOOD,1968.0,F,True,gas,hyper_equipped,480.0,380.0,Belgique,Brabant Flamand,Kraainem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/kraainem/1950/20819186,house
20815250,295000.0,3,136.0,1190,apartment,eur,GOOD,1904.0,E,False,gas,installed,,,Belgique,Bruxelles,Forest,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/forest/1190/20815250,apartment
20813300,340000.0,3,142.0,4340,apartment,eur,GOOD,,B,True,gas,installed,,,Belgique,Liège,AWANS,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/awans/4340/20813300,apartment
20817243,200000.0,3,211.0,9620,mixed_use_building,eur,,1900.0,D,True,gas,,178.0,,Belgique,Flandre Orientale,Zottegem,True,https://www.immoweb.be/fr/annonce/immeuble-mixte/a-vendre/zottegem/9620/20817243,house
20819162,395000.0,2,320.0,5060,loft,eur,GOOD,,F,True,fueloil,usa_installed,,1200.0,Belgique,Namur,TAMINES,True,https://www.immoweb.be/fr/annonce/loft/a-vendre/tamines/5060/20819162,apartment
20803092,329000.0,3,161.0,2300,apartment,eur,GOOD,1996.0,C,True,gas,installed,,,Belgique,Anvers,TURNHOUT,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/turnhout/2300/20803092,apartment
20819166,598000.0,4,226.0,2940,exceptional_property,eur,GOOD,,D,True,gas,hyper_equipped,860.0,,Belgique,Anvers,Stabroek,True,https://www.immoweb.be/fr/annonce/bien-exceptionnel/a-vendre/stabroek/2940/20819166,house
20819158,749000.0,6,210.0,9040,apartment,eur,GOOD,1965.0,C,True,gas,installed,,,Belgique,Flandre Orientale,Gent,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/gent/9040/20819158,apartment
20819163,395000.0,2,320.0,5060,house,eur,GOOD,,F,True,fueloil,usa_installed,1711.0,1200.0,Belgique,Namur,TAMINES,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/tamines/5060/20819163,house
20819144,220000.0,2,72.0,2640,apartment,eur,TO_RENOVATE,2004.0,A,True,gas,installed,,,Belgique,Anvers,Mortsel,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/mortsel/2640/20819144,apartment
20819178,549000.0,4,274.0,3500,house,eur,,,B,True,,,105.0,,Belgique,Limbourg,Hasselt,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/hasselt/3500/20819178,house
20801866,480000.0,1,54.0,8620,apartment,eur,GOOD,1990.0,C,True,electric,installed,,,Belgique,Flandre Occidentale,NIEUWPOORT,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/nieuwpoort/8620/20801866,apartment
20804647,269000.0,3,125.0,4000,house,eur,GOOD,1918.0,E,True,gas,semi_equipped,800.0,580.0,Belgique,Liège,Liège,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/liege/4000/20804647,house
20817677,245000.0,4,168.0,8570,house,eur,TO_RENOVATE,1931.0,F,True,fueloil,installed,168.0,,Belgique,Flandre Occidentale,Vichte,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/vichte/8570/20817677,house
20819168,455000.0,3,129.0,2222,penthouse,eur,AS_NEW,2023.0,A,True,gas,hyper_equipped,,,Belgique,Anvers,Heist-op-den-Berg Itegem,True,https://www.immoweb.be/fr/annonce/penthouse/a-vendre/heist-op-den-berg-itegem/2222/20819168,apartment
20819188,169000.0,2,191.0,4030,mixed_use_building,eur,TO_RENOVATE,,G,False,gas,,178.0,,Belgique,Liège,Grivegnée,False,https://www.immoweb.be/fr/annonce/immeuble-mixte/a-vendre/grivegnee/4030/20819188,house
20803658,324000.0,3,139.0,2300,apartment,eur,GOOD,1994.0,B,False,gas,semi_equipped,,,Belgique,Anvers,TURNHOUT,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/turnhout/2300/20803658,apartment
20818663,199000.0,3,132.0,8870,house,eur,TO_BE_DONE_UP,1988.0,C,True,gas,installed,148.0,,Belgique,Flandre Occidentale,Izegem,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/izegem/8870/20818663,house
20809658,225000.0,2,65.0,8620,apartment,eur,GOOD,2008.0,C,True,electric,installed,,,Belgique,Flandre Occidentale,Nieuwpoort,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/nieuwpoort/8620/20809658,apartment
20805037,340000.0,4,177.0,1190,house,eur,GOOD,1930.0,G,False,gas,hyper_equipped,45.0,,Belgique,Bruxelles,Forest,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/forest/1190/20805037,house
20819183,90000.0,4,145.0,6853,house,eur,TO_BE_DONE_UP,1910.0,D,False,fueloil,semi_equipped,110.0,,Belgique,Luxembourg,Paliseul,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/paliseul/6853/20819183,house
20812777,289000.0,2,75.0,2150,apartment,eur,GOOD,,B,True,gas,installed,,,Belgique,Anvers,BORSBEEK,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/borsbeek/2150/20812777,apartment
20819081,120000.0,0,,8370,flat_studio,eur,GOOD,,C,True,gas,installed,,,Belgique,Flandre Occidentale,Blankenberge,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/blankenberge/8370/20819081,apartment
20803562,374000.0,3,130.0,1600,duplex,eur,GOOD,2001.0,C,True,electric,installed,,,Belgique,Brabant Flamand,Sint-Pieters-Leeuw,False,https://www.immoweb.be/fr/annonce/duplex/a-vendre/sint-pieters-leeuw/1600/20803562,apartment
20819192,358000.0,2,98.0,1570,ground_floor,eur,AS_NEW,2025.0,A,True,,hyper_equipped,,250.0,Belgique,Brabant Flamand,Pajottegem,True,https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/pajottegem/1570/20819192,apartment
20819164,795000.0,5,250.0,1040,house,eur,JUST_RENOVATED,1908.0,C,False,gas,installed,0.0,60.0,Belgique,Bruxelles,ETTERBEEK,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/etterbeek/1040/20819164,house
20809017,129000.0,1,28.0,8450,apartment,eur,GOOD,1985.0,C,True,electric,,,,Belgique,Flandre Occidentale,Bredene,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bredene/8450/20809017,apartment
20819079,749000.0,6,210.0,9040,apartment_block,eur,GOOD,1965.0,C,True,gas,installed,101.0,,Belgique,Flandre Orientale,Gent,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/gent/9040/20819079,house
20815355,449000.0,5,211.0,1400,house,eur,JUST_RENOVATED,1930.0,B,True,gas,installed,130.0,25.0,Belgique,Brabant Wallon,Nivelles,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/nivelles/1400/20815355,house
20819026,219000.0,2,172.0,5621,villa,eur,GOOD,,F,False,gas,semi_equipped,1259.0,,Belgique,Namur,THY-LE-BAUDUIN,True,https://www.immoweb.be/fr/annonce/villa/a-vendre/thy-le-bauduin/5621/20819026,house
20819025,259000.0,3,94.0,1070,apartment,eur,AS_NEW,,C,True,gas,installed,,,Belgique,Bruxelles,Anderlecht,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/anderlecht/1070/20819025,apartment
20818995,189000.0,4,125.0,5300,house,eur,,1920.0,D,True,gas,installed,130.0,,Belgique,Namur,ANDENNE,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/andenne/5300/20818995,house
20801218,385000.0,2,158.0,1601,apartment,eur,AS_NEW,1920.0,B,False,gas,installed,,,Belgique,Brabant Flamand,RUISBROEK (BT.),True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/ruisbroek-bt/1601/20801218,apartment
20814879,535000.0,2,225.0,5590,house,eur,GOOD,2007.0,C,True,gas,installed,1945.0,1454.0,Belgique,Namur,Ciney,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/ciney/5590/20814879,house
20819016,225000.0,0,40.0,1000,flat_studio,eur,GOOD,1960.0,,False,fueloil,not_installed,,,Belgique,Bruxelles,BRUXELLES,False,https://www.immoweb.be/fr/annonce/studio/a-vendre/bruxelles/1000/20819016,apartment
20819021,230000.0,2,100.0,4420,house,eur,AS_NEW,,G,True,,hyper_equipped,150.0,50.0,Belgique,Liège,Saint-Nicolas,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/saint-nicolas/4420/20819021,house
20819065,215000.0,1,54.0,8370,apartment,eur,JUST_RENOVATED,,,True,gas,,,,Belgique,Flandre Occidentale,Blankenberge,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/blankenberge/8370/20819065,apartment
20817783,405000.0,3,138.0,9190,house,eur,GOOD,1987.0,D,True,gas,installed,475.0,,Belgique,Flandre Orientale,STEKENE,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/stekene/9190/20817783,house
20818031,279000.0,6,273.0,4100,house,eur,AS_NEW,,E,True,fueloil,installed,211.0,54.0,Belgique,Liège,Seraing,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/seraing/4100/20818031,house
20818389,349000.0,3,149.0,4100,house,eur,GOOD,,C,True,electric,installed,285.0,85.0,Belgique,Liège,SERAING,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/seraing/4100/20818389,house
20813182,1195000.0,5,321.0,1000,house,eur,AS_NEW,1900.0,E,True,gas,hyper_equipped,115.0,1.0,Belgique,Bruxelles,Bruxelles,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/bruxelles/1000/20813182,house
20818988,574000.0,2,123.0,8430,apartment,eur,,2024.0,A+,True,,usa_hyper_equipped,,,Belgique,Flandre Occidentale,Middelkerke,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/middelkerke/8430/20818988,apartment
20819004,450000.0,3,152.0,3150,house,eur,GOOD,1923.0,D,False,gas,semi_equipped,2395.0,,Belgique,Brabant Flamand,HAACHT,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/haacht/3150/20819004,house
20818996,335000.0,2,103.0,8370,duplex,eur,AS_NEW,,B,True,gas,,,,Belgique,Flandre Occidentale,Blankenberge,True,https://www.immoweb.be/fr/annonce/duplex/a-vendre/blankenberge/8370/20818996,apartment
20819942,449000.0,3,115.0,9500,house,eur,AS_NEW,2022.0,A,True,,hyper_equipped,558.0,,Belgique,Flandre Orientale,Geraardsbergen,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/geraardsbergen/9500/20819942,house
20818936,499000.0,4,202.0,1420,house,eur,,2025.0,,True,,installed,387.0,,Belgique,Brabant Wallon,BRAINE-L&#039;ALLEUD,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-lalleud/1420/20818936,house
20812961,299000.0,5,270.0,4630,house,eur,TO_BE_DONE_UP,,C,True,fueloil,installed,744.0,501.0,Belgique,Liège,Soumagne,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/soumagne/4630/20812961,house
20818095,332500.0,4,314.0,8420,house,eur,TO_BE_DONE_UP,1953.0,E,True,gas,,568.0,,Belgique,Flandre Occidentale,De Haan,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/de-haan/8420/20818095,house
20814064,639900.0,5,335.0,2018,apartment_block,eur,GOOD,1930.0,D,False,gas,semi_equipped,89.0,,Belgique,Anvers,ANTWERPEN,False,https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/antwerpen/2018/20814064,house
20819058,199000.0,3,120.0,4460,house,eur,TO_BE_DONE_UP,,D,False,gas,,307.0,180.0,Belgique,Liège,Grâce-Hollogne,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/grace-hollogne/4460/20819058,house
20819943,449000.0,3,115.0,9506,house,eur,AS_NEW,2022.0,A,True,,hyper_equipped,558.0,,Belgique,Flandre Orientale,Geraardsbergen,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/geraardsbergen/9506/20819943,house
20818607,415000.0,4,222.0,2220,house,eur,GOOD,1962.0,F,True,fueloil,installed,2282.0,,Belgique,Anvers,HEIST-OP-DEN-BERG,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/heist-op-den-berg/2220/20818607,house
20818931,512500.0,4,202.0,1420,house,eur,,2025.0,,True,,installed,386.0,,Belgique,Brabant Wallon,BRAINE-L&#039;ALLEUD,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-lalleud/1420/20818931,house
20818935,505000.0,4,202.0,1420,house,eur,,2025.0,,True,,installed,387.0,,Belgique,Brabant Wallon,BRAINE-L&#039;ALLEUD,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-lalleud/1420/20818935,house
20799719,335000.0,2,78.0,3051,apartment,eur,GOOD,2005.0,B,True,gas,installed,,,Belgique,Brabant Flamand,Sint-Joris-Weert,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/sint-joris-weert/3051/20799719,apartment
20819066,349000.0,3,106.0,1070,house,eur,AS_NEW,,G,True,gas,installed,0.0,,Belgique,Bruxelles,Anderlecht,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/anderlecht/1070/20819066,house
20818608,399000.0,3,294.0,2235,house,eur,JUST_RENOVATED,1985.0,C,False,fueloil,installed,720.0,,Belgique,Anvers,Hulshout,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/hulshout/2235/20818608,house
20819057,209000.0,3,91.0,2660,apartment,eur,TO_BE_DONE_UP,1950.0,C,False,gas,semi_equipped,,,Belgique,Anvers,Hoboken,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/hoboken/2660/20819057,apartment
20819064,400000.0,4,306.0,3040,house,eur,,1850.0,,True,gas,,179.0,,Belgique,Brabant Flamand,Huldenberg (Huldenberg),False,https://www.immoweb.be/fr/annonce/maison/a-vendre/huldenberg-huldenberg/3040/20819064,house
20819007,150000.0,2,118.0,6041,house,eur,JUST_RENOVATED,,E,True,,,100.0,,Belgique,Hainaut,Charleroi Gosselies,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/charleroi-gosselies/6041/20819007,house
20818400,350000.0,3,187.0,4122,house,eur,GOOD,,A+,True,,semi_equipped,713.0,270.0,Belgique,Liège,PLAINEVAUX,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/plainevaux/4122/20818400,house
20582275,530000.0,4,249.0,7750,house,eur,AS_NEW,,C,True,fueloil,hyper_equipped,1301.0,,Belgique,Hainaut,RUSSEIGNIES,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/russeignies/7750/20582275,house
20813979,995000.0,4,250.0,1150,house,eur,AS_NEW,1986.0,E,True,gas,hyper_equipped,407.0,150.0,Belgique,Bruxelles,Woluwe-Saint-Pierre,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/woluwe-saint-pierre/1150/20813979,house
20818994,179000.0,1,41.0,8660,apartment,eur,,,E,False,electric,,,,Belgique,Flandre Occidentale,De Panne,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/de-panne/8660/20818994,apartment
20818613,399000.0,3,294.0,2235,house,eur,JUST_RENOVATED,1985.0,C,False,fueloil,installed,720.0,,Belgique,Anvers,WESTMEERBEEK,False,https://www.immoweb.be/fr/annonce/maison/a-vendre/westmeerbeek/2235/20818613,house
20817347,219000.0,2,77.0,6880,apartment,eur,AS_NEW,2015.0,A,True,fueloil,hyper_equipped,,,Belgique,Luxembourg,Bertrix,True,https://www.immoweb.be/fr/annonce/appartement/a-vendre/bertrix/6880/20817347,apartment
20821129,230000.0,2,74.0,2800,apartment,eur,GOOD,,D,True,gas,,,,Belgique,Anvers,Mechelen,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/mechelen/2800/20821129,apartment
20817496,350000.0,5,250.0,5060,mansion,eur,AS_NEW,,D,True,gas,hyper_equipped,600.0,450.0,Belgique,Namur,Sambreville,True,https://www.immoweb.be/fr/annonce/maison-de-maitre/a-vendre/sambreville/5060/20817496,house
20821101,220000.0,2,74.0,9040,apartment,eur,GOOD,1993.0,A,False,gas,,,,Belgique,Flandre Orientale,Sint-Amandsberg,False,https://www.immoweb.be/fr/annonce/appartement/a-vendre/sint-amandsberg/9040/20821101,apartment
20818937,495000.0,4,201.0,1420,house,eur,,2025.0,,True,,installed,387.0,,Belgique,Brabant Wallon,BRAINE-L&#039;ALLEUD,True,https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-lalleud/1420/20818937,house
20814622,305000.0,5,154.0,4950,mixed_use_building,eur,TO_BE_DONE_UP,1966.0,B,False,fueloil,installed,596.0,230.0,Belgique,Liège,Waimes,True,https://www.immoweb.be/fr/annonce/immeuble-mixte/a-vendre/waimes/4950/20814622,house
